id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,availability_365
311356,Charming Ridgewood Soulful  Walk-Up,142147,Richard,Queens,Ridgewood,40.70214728,-73.9113868,Private room,52,2,82,9/23/2018,360
312429,"Comfortable, well-appointed room",1606222,P,Brooklyn,Prospect Heights,40.67339391,-73.96519237,Private room,100,1,56,9/23/2018,11
314982,Share in NYC's trendy East Village,1617817,Chris,Manhattan,East Village,40.73171306,-73.98717063,Private room,89,3,121,9/17/2018,304
316238,Historic Brooklyn 2-Bedroom Apt,279078,Andrew & Markus,Brooklyn,Bedford-Stuyvesant,40.69212664,-73.95100162,Entire home/apt,135,2,24,9/11/2018,315
317838,APT W/ OUTDOOR SPACE!! LONG TERM RENTAL PREFERRED!,1631400,Sean And Kiana,Manhattan,West Village,40.7323706,-74.00608484,Entire home/apt,179,7,57,8/30/2018,188
317905,Come and go as  you please in BKLN!,1631733,Jane,Brooklyn,Kensington,40.64354341,-73.9777674,Entire home/apt,89,3,55,9/9/2018,312
317938,Williamsburg style + balcony (at Bedford L stop),25551,Margaret,Brooklyn,Williamsburg,40.71776678,-73.95513378,Entire home/apt,229,5,48,9/23/2018,42
318021,Room in Huge 1200sf W Harlem Suite,1632149,Michael,Manhattan,Harlem,40.80342824,-73.95310013,Private room,110,3,40,9/22/2018,303
318187,"Huge, Sunny, Open Loft in Brooklyn",1633100,Ana,Brooklyn,Bushwick,40.70461687,-73.92280299,Entire home/apt,120,3,32,9/3/2018,82
319724,Cozy Nook in Heart of Williamsburg,1639120,Jason,Brooklyn,Williamsburg,40.71394114,-73.96267051,Private room,59,4,179,9/23/2018,200
319798,Peaceful Room...,9647066,Maria Luiza,Brooklyn,Bay Ridge,40.63390071,-74.02034569,Private room,49,7,67,8/18/2018,337
319844,Cute Room in Historic Loft!,1639884,Nora,Brooklyn,Greenpoint,40.73028498,-73.95927121,Private room,79,14,20,6/1/2018,323
320865,Harlem on the Range,1643782,Katy,Manhattan,Harlem,40.80760226,-73.9443288,Entire home/apt,135,30,22,8/12/2018,308
320876,Amazing Park Slope Duplex with Deck,516347,Lillian,Brooklyn,South Slope,40.66485175,-73.98343205,Entire home/apt,185,2,189,9/23/2018,310
320877,Entire 2 Bedroom Apartment in Williamsburg,1366194,Fabiana,Brooklyn,Williamsburg,40.71278981,-73.95851669,Entire home/apt,225,4,26,6/24/2017,0
320900,CHELSEA HOME-STEPS TO THE HIGHLINE & SUBWAY!,836488,Steps To Highline & Subway!,Manhattan,Chelsea,40.74808662,-74.00228815,Entire home/apt,189,4,221,9/16/2018,284
321014,Big Beautiful E Village 1BR (+ Baby Nursery),1644452,Erin,Manhattan,Gramercy,40.73293978,-73.98282447,Entire home/apt,245,2,18,1/2/2018,69
321136,Charming Private Manhattan Studio,1644999,Candice,Manhattan,Washington Heights,40.83455784,-73.94569895,Entire home/apt,109,2,16,8/19/2018,13
322037,"Luxury Williamsburg, Brooklyn LOFT",1649300,James,Brooklyn,Williamsburg,40.72090583,-73.95813617,Entire home/apt,325,2,172,9/24/2018,311
322604,Artist Loft-McCarren Park-Williamsburg-BrooklynNYC,1651591,Todd,Brooklyn,Williamsburg,40.7181942,-73.95413882,Private room,95,2,130,9/26/2018,41
322974,Chelsea/Meat Packing  Artist Space!,1610852,Amanda,Manhattan,West Village,40.73887397,-74.00341875,Private room,120,2,76,4/30/2016,0
323453,Brooklyn Design Loft,1118296,Nicole,Brooklyn,Williamsburg,40.70550775,-73.93304574,Entire home/apt,195,2,49,1/1/2018,91
323706,Elegant Spacious Family Townhouse,6064192,Ted And Diane,Manhattan,Upper West Side,40.77891526,-73.98238389,Entire home/apt,499,7,64,8/3/2018,90
324115,Large Master Bedroom - Williamsburg,1639120,Jason,Brooklyn,Williamsburg,40.71336411,-73.96192274,Private room,75,3,194,9/26/2018,294
324517,Central Park Fifth Av MET Museum,1660724,S,Manhattan,Upper East Side,40.77688091,-73.96176809,Private room,136,1,66,12/10/2017,360
324800,Real Williamsburg Artist Loft,1661965,Mathias,Brooklyn,Williamsburg,40.71368188,-73.94477531,Entire home/apt,175,15,24,5/28/2018,39
325429,Lovely Upper East Yorkville 1 BDRM,92788,Sara,Manhattan,Upper East Side,40.77609852,-73.95264995,Entire home/apt,219,4,91,9/28/2018,313
326832,Cozy Upper East Side Studio ,668564,Nitzan,Manhattan,Upper East Side,40.77471053,-73.95573981,Entire home/apt,159,2,21,9/7/2018,47
328693,Spacious Manhattan Apartment near Central Park,1013131,Joseph,Manhattan,Upper West Side,40.7886694,-73.96809059,Entire home/apt,179,2,235,9/27/2018,248
329385,"HOSTING YOUR SPACIOUS, SUNNY, PRIVATE NYC ROOM",312288,Paula,Manhattan,Inwood,40.86658089,-73.92557898,Private room,87,30,28,9/26/2018,275
331854,Sunny and Spacious 2 Bedroom Near Prospect Park,322641,Philip,Brooklyn,Prospect Heights,40.67468666,-73.96688184,Entire home/apt,199,2,78,9/28/2018,8
333189,Charming private room in New-York,1697784,Jonathan,Brooklyn,Williamsburg,40.71178646,-73.96449161,Private room,69,2,38,9/13/2018,266
333323,Cozy bedroom near Times Square,1698391,Pat,Manhattan,Hell's Kitchen,40.76186455,-73.99164822,Private room,75,3,87,9/23/2018,327
334607,Artist's Flat in Historic Building! #10263,52043,Patrick,Brooklyn,Williamsburg,40.71417451,-73.95917432,Entire home/apt,200,30,32,7/21/2018,109
335797,Bklyn 6 Beds 1 Bathroom Rental 2,1709216,Steve And Heather,Brooklyn,East Flatbush,40.6360238,-73.94606861,Entire home/apt,65,4,54,9/13/2018,347
335819,Bklyn 4 Beds 1 Bathroom Rental 3,1709216,Steve And Heather,Brooklyn,East Flatbush,40.63758933,-73.94590399,Entire home/apt,65,4,46,9/19/2018,331
335820,4 Beds 2 Bathrooms Rental 1,1709216,Steve And Heather,Brooklyn,East Flatbush,40.63610932,-73.94637435,Entire home/apt,75,4,67,9/25/2018,343
336220,Stylish & Quiet NYC Retreat!,1711529,Jason,Manhattan,Harlem,40.80300209,-73.95277896,Private room,125,3,184,9/9/2018,226
337708,*3BD/great value Amazing Location*,1404534,Noga,Manhattan,Hell's Kitchen,40.76059358,-73.98803313,Entire home/apt,450,30,63,5/24/2018,327
339456,"Bright, new luxury apartment in doorman building",1723485,Mary,Manhattan,Upper West Side,40.79526233,-73.9654989,Entire home/apt,350,1,15,9/23/2018,6
341525,TIMES SQUARE MASTER BEDROOM!,1732559,J,Manhattan,Hell's Kitchen,40.75771827,-73.9927122,Private room,105,5,38,10/1/2018,122
341982,"Lincoln Center Studio, Clean&Sunny!",483013,Yj,Manhattan,Upper West Side,40.77577294,-73.98258422,Entire home/apt,99,2,36,8/23/2015,0
342027,Serenity amidst the busy city,168417,Marie,Manhattan,Upper East Side,40.77631494,-73.95288583,Entire home/apt,149,14,15,10/8/2015,341
342264,Spacious Manhattan Studio Apartment,1736835,Mark,Manhattan,Upper West Side,40.80282999,-73.96763153,Entire home/apt,145,5,83,9/14/2018,279
342995,Unique private room and bathroom in Brownstone,1740216,Laura,Manhattan,Harlem,40.81168616,-73.94354585,Private room,75,2,60,9/26/2018,338
343276,TIMES SQUARE HOUSE!,1732559,J,Manhattan,Hell's Kitchen,40.75781858,-73.99349346,Private room,95,5,91,9/18/2018,122
343971,Beautiful Room in a Beautiful New NYC Apartment,10609846,Ben,Manhattan,Harlem,40.83177209,-73.94999767,Private room,89,1,57,7/16/2018,336
344092,"Heavy Sun, Quiet, Arty 1 Bedroom",1745402,Tony,Brooklyn,Sunset Park,40.64372151,-74.02066439,Entire home/apt,70,2,19,7/13/2016,0
346805,Spacious Lower East Side Apt in NYC,562614,Beth,Manhattan,Lower East Side,40.71867558,-73.99017105,Entire home/apt,140,1,53,10/28/2014,1
347865,ARTY 2 BED EAST VILLAGE GEM,251176,Jason,Manhattan,East Village,40.72142787,-73.98117005,Entire home/apt,189,1,247,8/12/2018,314
350525,Spacious 2BR near Botanic Garden,74777,Niki & Colin,Brooklyn,Crown Heights,40.66888398,-73.95292117,Entire home/apt,145,7,46,6/19/2018,94
351859,Exquisite Spacious Studio in Midtown,417652,Ronnie,Manhattan,Chelsea,40.74963682,-73.99157547,Entire home/apt,240,4,55,9/7/2018,336
353317,Lower East Side 1bedroom apt in NYC,314377,Marc,Manhattan,Chinatown,40.71515182,-73.9902915,Entire home/apt,129,4,110,9/18/2018,136
353801,A Great Place to Stay in Brooklyn!,354996,Patricia,Brooklyn,Williamsburg,40.70528202,-73.94172218,Private room,75,3,42,7/30/2017,275
354095,Large Beautiful East Village 1-Bdrm,1474749,Jared,Manhattan,East Village,40.72986423,-73.97913242,Entire home/apt,199,4,37,8/24/2018,17
355106,Big room near Prospect Park! NY!,1797859,Camila,Brooklyn,Prospect-Lefferts Gardens,40.66039039,-73.95936863,Private room,92,2,32,8/30/2018,291
356723,Converted Stable 30+ Day Rental,1805539,Julian,Brooklyn,Clinton Hill,40.6849968,-73.96649915,Entire home/apt,334,30,115,8/7/2015,336
358283,Cozy Studio Apt. Heart of Midtown NYC,1536157,Heather,Manhattan,Hell's Kitchen,40.76321562,-73.98679085,Entire home/apt,150,2,25,9/10/2018,0
359689,"Rosa A . Bright, Comfy. Whole floor",1509863,Eddie,Queens,Rego Park,40.72646388,-73.86052881,Entire home/apt,150,7,48,10/1/2018,1
359982,Private room right off L train,1631288,Kay,Brooklyn,Williamsburg,40.70711567,-73.94013442,Private room,75,5,25,1/1/2018,242
360400,Beautiful Room in Manhattan Loft,1386983,Candice,Manhattan,Midtown,40.74553429,-73.98942588,Private room,135,3,193,9/21/2018,315
364785,Sunny large private room in Park Slope,1842714,Susan,Brooklyn,Park Slope,40.67961564,-73.97654705,Private room,80,2,28,8/5/2018,286
365227,Cozy 1 bedroom in Union Square,1476531,Vick,Manhattan,Gramercy,40.73348541,-73.98521866,Entire home/apt,103,4,117,9/15/2018,2
369411,"ingefära hus! Private room Williamsburg, Brooklyn",179679,Ginger,Brooklyn,Williamsburg,40.7114803,-73.95573261,Private room,87,2,246,9/26/2018,18
369567,Private MasterBR w/ View of Museum,1863447,Luke,Brooklyn,Prospect Heights,40.67424628,-73.96514197,Private room,68,5,60,3/19/2018,0
369671,LUXURY 2BD/2BTH - HUGE PATIO,1863713,Nina,Manhattan,East Village,40.72899148,-73.97792001,Entire home/apt,549,3,33,9/28/2018,63
369831,BK CHARM~Clean Modern~XPrss Train!!,1864198,Denise,Brooklyn,Flatbush,40.6509569,-73.9638164,Private room,69,1,302,9/13/2018,346
373618,Authentic designer loft/roof deck best Williamsbrg,1879389,Christina,Brooklyn,Williamsburg,40.72211793,-73.95696465,Private room,129,3,55,9/17/2018,79
374548,Sunny Retreat with Roof Garden,1884204,Mark,Brooklyn,Bedford-Stuyvesant,40.68533609,-73.93432834,Entire home/apt,85,5,238,9/20/2018,270
375249,Enjoy Staten Island Hospitality,1887999,Rimma & Jim,Staten Island,Graniteville,40.6210894,-74.16533884,Private room,20,3,69,9/30/2018,290
377217,Great apt on the UWS - A RARE FIND!,1895957,Ido,Manhattan,Upper West Side,40.7816123,-73.97897691,Entire home/apt,145,3,22,4/14/2017,0
378852,Cute Chic Studio - Heart of Chelsea,1902623,Glenn,Manhattan,Chelsea,40.74226291,-73.99917801,Entire home/apt,135,4,63,10/22/2017,0
380416,Park Slope Sunny Studio,438133,Ellis,Brooklyn,Park Slope,40.67407123,-73.98111432,Entire home/apt,125,3,17,9/10/2018,259
385190,"Beautiful 1 bdrm, Inwood Manhattan",1928213,Brace,Manhattan,Inwood,40.87039382,-73.9161073,Private room,100,1,15,9/29/2015,364
385824,New York City- Riverdale Modern two bedrooms unit,1931205,Orit,Bronx,Spuyten Duyvil,40.87991361,-73.91672548,Entire home/apt,120,2,35,9/17/2018,331
385853,Central Park Artsy Guest Room,2758,Steph,Manhattan,Harlem,40.79949444,-73.95473623,Private room,86,2,92,8/12/2018,294
386744,Great room priv/bathrm Eastside location 70's ST,1935291,Cristina,Manhattan,Upper East Side,40.76849827,-73.96033535,Private room,120,15,88,9/30/2018,170
386799,Midtown NYC - 1 Bedroom Apartment,1935605,Jon,Manhattan,Midtown,40.76081973,-73.97547779,Entire home/apt,250,3,116,1/3/2016,0
387324,Cozy Room in Sunny Apartment (Long/Short Term),1828506,Yogi,Manhattan,Kips Bay,40.74238159,-73.9812167,Private room,74,3,15,9/4/2018,31
387377,THERE'S NO PLACE LIKE HOME.........,390251,Lilly,Manhattan,Harlem,40.80151343,-73.95220382,Entire home/apt,169,2,64,9/9/2018,64
387735,LOCATION LOCATION LOCATION Sara's,1146958,Liz,Manhattan,Gramercy,40.73677177,-73.98084376,Entire home/apt,199,2,108,9/7/2018,290
389482,Quaint & Quiet in Queens,1947974,Constance F.,Queens,Briarwood,40.7115097,-73.81561248,Private room,75,1,58,1/7/2017,275
391955,Charming brownstone apartment,1960189,Rebecka,Brooklyn,Columbia St,40.68635617,-74.00345175,Entire home/apt,149,2,76,9/12/2018,60
393016,Your Hell's Kitchen Sanctuary,1303029,Kristina,Manhattan,Hell's Kitchen,40.76013219,-73.99006768,Private room,104,2,117,9/16/2018,117
393094,Designer studio in Luxury Building,1965972,Alayna,Manhattan,Financial District,40.7062053,-74.01524792,Entire home/apt,225,4,23,6/12/2017,81
393479,NYC 2 Bedroom-Perfect for families!,1967809,Rachel,Manhattan,Upper West Side,40.79941368,-73.97025666,Entire home/apt,190,4,18,10/22/2016,29
393682,Private cozy bedroom in Nolita,1968502,Paola,Manhattan,Nolita,40.72172177,-73.99688775,Private room,100,5,61,1/2/2018,275
393875,Right next to Central Park w/Piano,1969093,Joao,Manhattan,Harlem,40.80132165,-73.95430249,Entire home/apt,110,1,37,9/11/2018,1
394111,"Beautiful Bedrooms in Briarwood, NY",1947974,Constance F.,Queens,Briarwood,40.71068002,-73.81576668,Private room,75,1,16,1/1/2017,275
396636,Stylish Designer Studio with Piano,1981742,Daniel,Manhattan,Harlem,40.83090834,-73.94222898,Entire home/apt,135,5,31,8/8/2018,292
397034,New York City for All Seasons!,70234,Richelle,Manhattan,Upper West Side,40.7823995,-73.98294426,Private room,125,1,25,6/22/2013,244
397297,STUNNING E Vill Penthouse,1982209,Wendy,Manhattan,East Village,40.72634339,-73.98267415,Entire home/apt,225,3,93,11/17/2015,0
398281,One Block From Central Park!,325790,Michael,Manhattan,Upper East Side,40.78520888,-73.9548917,Entire home/apt,200,7,30,12/4/2016,255
399640,Clean&Sunny Bedroom in Manhattan. Great Location!,1994871,Ismael,Manhattan,Lower East Side,40.71957964,-73.99214284,Private room,90,5,91,9/20/2018,20
399946,Light Superhosted Chill LES Apt,1996265,David,Manhattan,Lower East Side,40.72122555,-73.9899563,Private room,90,10,58,8/12/2018,328
400039,Big Beautiful Railroad in Brooklyn,1488809,John,Brooklyn,Bushwick,40.70339254,-73.92944782,Entire home/apt,130,30,53,6/30/2017,0
400466,Bright Brooklyn Flat w/Park Views,1985759,Esther,Brooklyn,Prospect-Lefferts Gardens,40.66009314,-73.9623733,Private room,92,31,32,10/11/2016,67
401039,Big and Comfy room near Yankee1,2001830,Jose And Ysaira,Bronx,Morris Heights,40.84886467,-73.91222611,Private room,50,3,135,9/9/2018,341
401579,"ECO-APT, free YOGA, 2 new bedrooms. Best location!",462379,Loretta,Brooklyn,Carroll Gardens,40.67938529,-73.99398026,Entire home/apt,298,1,103,9/6/2018,306
401836,"Sunny UES 1.5 Bedroom, Sleeps 6",2005740,Maya,Manhattan,Upper East Side,40.76494141,-73.95804193,Entire home/apt,300,4,15,8/11/2018,9
403056,Large Private Room Near Central Park & Mount Sinai,2010724,K. Naomi,Manhattan,East Harlem,40.79330036,-73.94801367,Private room,68,3,63,9/29/2018,337
403264,Luxury room in Manhattan Duplex Apt,1386983,Candice,Manhattan,Midtown,40.74530125,-73.99056281,Private room,145,3,127,9/20/2018,329
403668,"Gorgeous Sunny, Spacious 1 bdrm in East Village",2013117,Katya,Manhattan,East Village,40.7281219,-73.97966293,Entire home/apt,147,2,15,9/18/2018,0
404502,ARTIST LOFT+OFFICE in PRIME WILLIAMSBURG!,242506,Jsun,Brooklyn,Williamsburg,40.70930196,-73.96483722,Private room,123,3,242,9/9/2018,131
404923,Private Garden Entry,2017752,Jeruschka,Brooklyn,Windsor Terrace,40.64791301,-73.97904437,Entire home/apt,88,3,227,9/4/2018,273
405025,Luxurious Ground Floor Suite; 7 min 2 Manhattan,2018042,Megan,Queens,Long Island City,40.7545285,-73.93376794,Entire home/apt,215,1,28,9/21/2018,305
405408,Soho Studio Loft!  READ OUR REVIEWS!,2020431,M. C.,Manhattan,SoHo,40.72057495,-73.99976335,Entire home/apt,250,3,114,9/17/2018,347
406926,Nolita apt. with private garden,2027134,Marie-Helene,Manhattan,Nolita,40.72339657,-73.99439401,Entire home/apt,269,29,75,9/27/2018,346
407469,BROWNSTONE TWO IN BROOKLYN in NYC,2015914,Majar,Brooklyn,Bushwick,40.68978907,-73.91661217,Private room,75,3,107,4/1/2018,275
408983,Brooklyn Brownstone full floor/garden ProspectPark,520189,Andre,Brooklyn,Prospect-Lefferts Gardens,40.65937145,-73.95906212,Entire home/apt,229,2,75,8/5/2018,327
409262,"Family friendly,  steps to subway, large garden :)",1621363,Elizabeth,Brooklyn,Boerum Hill,40.68599155,-73.98826386,Entire home/apt,250,29,21,10/21/2017,365
409293,Private Sunny Room Near Central Park & Mount Sinai,2010724,K. Naomi,Manhattan,East Harlem,40.79492994,-73.94994487,Private room,100,3,64,8/11/2018,114
411336,"""Simple Perfect Soho""",2047776,Jennifer,Manhattan,Nolita,40.72278,-73.99670012,Entire home/apt,225,2,201,9/21/2018,270
411525,Beautiful Room + Private Balcony,1697784,Jonathan,Brooklyn,Williamsburg,40.71471634,-73.96224978,Private room,120,7,61,8/1/2017,0
411918,"3 BR apartment Crown Heights, BKLYN",2050338,Verena,Brooklyn,Crown Heights,40.66923503,-73.9440566,Entire home/apt,160,5,112,9/8/2018,209
412061,Brownstone Sunny & Spacious top fl,2051075,Linda,Brooklyn,Crown Heights,40.67259362,-73.95489131,Entire home/apt,125,30,54,9/24/2018,286
413504,Perfect NYC/Williamsburg Location,1286417,Omri,Brooklyn,Williamsburg,40.7134801,-73.94447126,Private room,109,3,126,9/29/2018,326
413567,Room3-Comfy+Clean Queen Bed @TWBGH,1559494,Hill,Brooklyn,Williamsburg,40.71014779,-73.9449491,Private room,115,2,44,2/4/2016,0
413815,GREAT PRIVATE BEDROOM ,2058754,Manzi,Manhattan,Roosevelt Island,40.76152274,-73.95018321,Private room,95,1,97,8/12/2018,291
414553,"Bright Studio 
Williamsburg/Greenpoint 
Park&Cafe!",2061609,Ashley,Brooklyn,Greenpoint,40.7217067,-73.94998227,Entire home/apt,150,2,15,9/25/2017,229
414801,Huge Lofts For Off-Sites and Workshops,319077,Shell & Cass,Brooklyn,Clinton Hill,40.68721888,-73.96289193,Entire home/apt,550,3,53,7/12/2018,365
416426,Modern Garden Family Townhouse,970385,Ted,Manhattan,Upper West Side,40.77801404,-73.98384923,Entire home/apt,349,3,17,12/30/2016,4
416557,"All Charm: Lush Garden, Huge Kitchen + Quiet",2714164,Jasmine,Brooklyn,Greenpoint,40.72212082,-73.94388507,Entire home/apt,87,6,37,7/16/2018,239
417685,Bright and Quiet 2 BR in Park Slope,119588,Vero,Brooklyn,Park Slope,40.66625742,-73.97932577,Entire home/apt,160,1,110,9/16/2018,295
418291,"Cozy, bright and 1BR apt in east village",626289,Marshall,Manhattan,East Village,40.72977811,-73.97930256,Entire home/apt,175,5,25,5/28/2016,0
419373,Stylish Loft w/Lovely Backyard,2085639,Eada,Brooklyn,Bedford-Stuyvesant,40.68837621,-73.94192989,Entire home/apt,90,2,180,9/10/2018,231
421539,Manhattan Apartment for short stays,1008997,"Steph, Alex And Fabien",Manhattan,East Harlem,40.78959154,-73.94902449,Entire home/apt,199,2,32,4/15/2018,0
423015,"Cozy Private One Bedroom, Brooklyn",1530310,Jacques,Brooklyn,Bedford-Stuyvesant,40.69017732,-73.95529651,Private room,45,7,33,9/29/2018,71
423275,Cozy & SPacious in d heart Astoria,2105276,Leo,Queens,Astoria,40.76396031,-73.9181029,Entire home/apt,150,4,44,1/1/2017,303
424192,luxury 1 BedRoom Apt Hells Kitchen,2108853,Jasen,Manhattan,Hell's Kitchen,40.75589811,-73.99469405,Entire home/apt,325,30,18,5/21/2016,364
424661,"Beautiful Manhattan Studio, UES NYC",2111210,Joyce,Manhattan,Upper East Side,40.77058162,-73.95637391,Entire home/apt,149,270,52,3/3/2015,365
424667,Private bed + Private bath in Times Square!,2111060,Jj,Manhattan,Theater District,40.75799351,-73.98196773,Private room,110,9,131,4/27/2018,336
424767,"Chic, Spacious Loft + Backyard",2103888,Akari,Manhattan,Midtown,40.7440599,-73.98272731,Entire home/apt,290,2,172,9/16/2018,214
425367,Luxury 2Bed/2Bath/Private Roof Terrace,2114939,Cheryl,Brooklyn,Bedford-Stuyvesant,40.68484063,-73.95412279,Entire home/apt,185,30,23,7/5/2018,274
428226,Bright & Vibrant- The BK experience,2128778,Rachael,Brooklyn,Crown Heights,40.67435988,-73.95599719,Private room,45,2,54,9/9/2018,19
431865,Elegant Uptown Historic District Garden Apartment,361855,Kurt,Manhattan,Washington Heights,40.83451128,-73.93884958,Entire home/apt,295,3,29,10/1/2018,323
432090,Only 5 Min. to Manhattan!,2148881,Grace,Queens,Long Island City,40.74825981,-73.94632659,Private room,50,180,69,9/28/2016,0
433218,Lovely 1 bdrm in Prospect Heights!,644941,Miya,Brooklyn,Prospect Heights,40.6776262,-73.97184988,Entire home/apt,130,2,36,9/24/2018,0
433414,Spacious & Sunny in Prime Brooklyn,287733,David,Brooklyn,Clinton Hill,40.68472012,-73.96690787,Entire home/apt,150,20,79,7/31/2018,229
434792,"1 br. studio duplex,  Park Slope/Gowanus, Brooklyn",2117078,Joe,Brooklyn,Gowanus,40.6730227,-73.98755725,Entire home/apt,138,3,91,9/25/2018,291
435909,Sunny West Village Dream,2165401,Andrew,Manhattan,West Village,40.73774562,-74.00343541,Entire home/apt,151,88,19,12/24/2016,0
435946,SUNNY ZEN  FULL SERVICE HUGE STUDIO,2165711,Alda,Manhattan,Financial District,40.70917177,-74.01460256,Entire home/apt,220,6,83,9/17/2018,311
436510,Beautiful corner prewar apartment in Williamsburg,2168251,Jennifer,Brooklyn,Williamsburg,40.71079896,-73.96226385,Entire home/apt,200,3,16,9/25/2018,350
436619,"Zen, Tranquil, Artsy, Sunny Bedroom",2168468,Cp,Manhattan,East Village,40.72506978,-73.98861371,Private room,110,2,53,9/14/2018,315
438513,Big Beautiful Brooklyn Apt @ Park!,2177462,Marc,Brooklyn,Prospect-Lefferts Gardens,40.65814433,-73.96180728,Entire home/apt,150,3,74,9/17/2018,40
441811,Master Suite with a Great view!,1296938,Kristina,Manhattan,Chinatown,40.71467026,-73.99120493,Private room,135,1,59,3/14/2018,0
441860,Loft Studio with Private Bathroom,2195782,Boris,Brooklyn,Bedford-Stuyvesant,40.69321573,-73.94594132,Private room,80,7,197,9/27/2018,160
442636,"Private,Affordable, 20 min to NYC!",1655939,Joris,Queens,Ridgewood,40.70053709,-73.90254839,Entire home/apt,77,3,247,9/29/2018,86
443646,Classy 2.5 BR Brownstone w/ Garden,2204078,Michelle,Manhattan,Upper West Side,40.78910506,-73.97396036,Entire home/apt,395,3,37,9/3/2018,214
444430,comfy room minutes from museums,420542,Danielle,Bronx,Mott Haven,40.81128481,-73.92398962,Private room,49,1,23,3/27/2018,309
446367,"Best Block, NYC-Central Park, stay Nov 8, 9, 10th",2216673,Joy,Manhattan,Upper West Side,40.77593077,-73.97698646,Entire home/apt,90,6,18,3/27/2018,264
448048,"1 BR, Book it 1st then write me ",1267021,Sharma,Queens,Jackson Heights,40.75193338,-73.87873283,Private room,79,30,28,9/15/2018,362
448049,"No Inq,Read it, 1 BR, Rt of Subway,",1267021,Sharma,Queens,Jackson Heights,40.74905764,-73.89377425,Private room,59,7,54,9/2/2018,353
449034,Spacious Loft 5 min to Union Square,124357,Alex,Brooklyn,Williamsburg,40.71755546,-73.95282352,Private room,90,1,151,7/27/2018,337
449130,Private Entrance Studio in Stylish Duplex,2229582,Yamil,Manhattan,Harlem,40.81790113,-73.94319388,Private room,85,1,34,9/30/2018,44
449660,"Sunny Room, Good Coffee & Piano",2233165,Liz,Brooklyn,Windsor Terrace,40.64814032,-73.97303984,Private room,80,3,101,9/16/2018,341
449680,Artfully Decorated 2 Bedroom Apt,1812871,Karen,Bronx,Longwood,40.81610845,-73.89909446,Entire home/apt,100,5,77,8/25/2018,112
450009,Lavender Joy Room in Duplex!,2219255,Natalie,Brooklyn,Canarsie,40.62897346,-73.90334351,Private room,39,5,92,9/12/2018,226
450011,Beautiful Bedstuy Garden Apartment,2235105,Sarah,Brooklyn,Bedford-Stuyvesant,40.68286044,-73.93463002,Entire home/apt,129,7,19,8/9/2017,227
450577,1 bdrm brownstone-west 70's-1 block Central Park,2237267,Marjorie,Manhattan,Upper West Side,40.77554793,-73.97669579,Entire home/apt,250,3,65,9/12/2018,272
450578,Serene Room...,9647066,Maria Luiza,Brooklyn,Sunset Park,40.63970152,-74.01619855,Private room,55,7,26,10/21/2016,336
